filename,tx_norm,ty_norm,cx_norm,cy_norm
f_000071.png,0.663021,0.530833,0.5,0.5
f_000072.png,0.513542,0.5325,0.5,0.5
f_000073.png,0.508333,0.974167,0.5,0.5
f_000074.png,0.353646,0.526667,0.5,0.5
f_000075.png,0.486979,0.545,0.5,0.5
f_000076.png,0.706771,0.545,0.5,0.5
f_000077.png,0.556771,0.545833,0.5,0.5
f_000078.png,0.502604,0.546667,0.5,0.5
f_000079.png,0.28125,0.5475,0.5,0.5
f_000080.png,0.456771,0.555,0.5,0.5
f_000081.png,0.495312,0.545,0.5,0.5
f_000082.png,0.508333,0.974167,0.5,0.5
f_000083.png,0.508333,0.974167,0.5,0.5
f_000084.png,0.582292,0.533333,0.5,0.5
f_000085.png,0.514583,0.541667,0.5,0.5
f_000086.png,0.313542,0.541667,0.5,0.5
f_000087.png,0.401562,0.536667,0.5,0.5
f_000088.png,0.49375,0.544167,0.5,0.5
f_000089.png,0.407292,0.544167,0.5,0.5
f_000090.png,0.407292,0.544167,0.5,0.5
f_000091.png,0.483333,0.5375,0.5,0.5
f_000092.png,0.492708,0.5375,0.5,0.5
f_000093.png,0.641667,0.5375,0.5,0.5
f_000094.png,0.576562,0.530833,0.5,0.5
f_000095.png,0.492708,0.533333,0.5,0.5
f_000096.png,0.418229,0.534167,0.5,0.5
f_000097.png,0.459896,0.534167,0.5,0.5
f_000098.png,0.502083,0.535833,0.5,0.5
f_000099.png,0.459375,0.535833,0.5,0.5
f_000100.png,0.489063,0.536667,0.5,0.5
f_000101.png,0.508333,0.974167,0.5,0.5
f_000102.png,0.508333,0.974167,0.5,0.5
f_000103.png,0.586979,0.5425,0.5,0.5
f_000104.png,0.509896,0.538333,0.5,0.5
f_000105.png,0.473958,0.539167,0.5,0.5
f_000106.png,0.474479,0.539167,0.5,0.5
f_000107.png,0.490104,0.539167,0.5,0.5
f_000108.png,0.508333,0.974167,0.5,0.5
f_000109.png,0.353646,0.551667,0.5,0.5
f_000110.png,0.419271,0.548333,0.5,0.5
f_000111.png,0.48125,0.548333,0.5,0.5
f_000112.png,0.646354,0.5525,0.5,0.5
f_000113.png,0.591667,0.5425,0.5,0.5
f_000114.png,0.497396,0.535,0.5,0.5
f_000115.png,0.335938,0.536667,0.5,0.5
f_000116.png,0.335938,0.536667,0.5,0.5
f_000117.png,0.4875,0.53,0.5,0.5
f_000118.png,0.508333,0.974167,0.5,0.5
f_000119.png,0.660937,0.528333,0.5,0.5
f_000120.png,0.507812,0.53,0.5,0.5
f_000121.png,0.497917,0.531667,0.5,0.5
f_000122.png,0.584896,0.531667,0.5,0.5
f_000123.png,0.530208,0.53,0.5,0.5
f_000124.png,0.515104,0.531667,0.5,0.5
f_000125.png,0.497396,0.531667,0.5,0.5
f_000126.png,0.501042,0.531667,0.5,0.5
f_000127.png,0.508333,0.974167,0.5,0.5
f_000128.png,0.235937,0.529167,0.5,0.5
f_000129.png,0.455729,0.53,0.5,0.5
f_000130.png,0.504687,0.535833,0.5,0.5
f_000131.png,0.478646,0.535833,0.5,0.5
f_000132.png,0.495312,0.535833,0.5,0.5
f_000133.png,0.764062,0.536667,0.5,0.5
f_000134.png,0.584896,0.536667,0.5,0.5
f_000135.png,0.50625,0.543333,0.5,0.5
f_000136.png,0.508333,0.974167,0.5,0.5
f_000137.png,0.377083,0.550833,0.5,0.5
f_000138.png,0.477604,0.54,0.5,0.5
f_000139.png,0.5625,0.535833,0.5,0.5
f_000140.png,0.532813,0.540833,0.5,0.5
f_000141.png,0.503646,0.535833,0.5,0.5
f_000142.png,0.508333,0.974167,0.5,0.5
f_000143.png,0.541667,0.54,0.5,0.5
f_000144.png,0.500521,0.539167,0.5,0.5
f_000145.png,0.357292,0.541667,0.5,0.5
f_000146.png,0.488021,0.545,0.5,0.5
f_000147.png,0.564063,0.5425,0.5,0.5
f_000148.png,0.564063,0.5425,0.5,0.5
f_000149.png,0.515625,0.5325,0.5,0.5
f_000150.png,0.329688,0.5325,0.5,0.5
f_000151.png,0.469271,0.521667,0.5,0.5
f_000152.png,0.495312,0.530833,0.5,0.5
f_000153.png,0.666146,0.526667,0.5,0.5
f_000154.png,0.508854,0.526667,0.5,0.5
f_000155.png,0.390625,0.5275,0.5,0.5
f_000156.png,0.390625,0.5275,0.5,0.5
f_000157.png,0.494271,0.5275,0.5,0.5
f_000158.png,0.508333,0.974167,0.5,0.5
f_000159.png,0.757292,0.53,0.5,0.5
f_000160.png,0.539583,0.526667,0.5,0.5
f_000161.png,0.502083,0.538333,0.5,0.5
f_000162.png,0.386979,0.538333,0.5,0.5
f_000163.png,0.465104,0.536667,0.5,0.5
f_000164.png,0.5,0.538333,0.5,0.5
f_000165.png,0.241667,0.538333,0.5,0.5
f_000166.png,0.440104,0.538333,0.5,0.5
f_000167.png,0.485938,0.538333,0.5,0.5
f_000168.png,0.569271,0.538333,0.5,0.5
f_000169.png,0.53125,0.530833,0.5,0.5
f_000170.png,0.480729,0.528333,0.5,0.5
f_000171.png,0.620313,0.528333,0.5,0.5
f_000172.png,0.508854,0.525,0.5,0.5
f_000173.png,0.266146,0.528333,0.5,0.5
f_000174.png,0.429688,0.5275,0.5,0.5
f_000175.png,0.500521,0.535833,0.5,0.5
f_000176.png,0.782813,0.535833,0.5,0.5
f_000177.png,0.782813,0.535833,0.5,0.5
f_000178.png,0.542188,0.525,0.5,0.5
f_000179.png,0.496354,0.529167,0.5,0.5
f_000180.png,0.597917,0.529167,0.5,0.5
f_000181.png,0.597917,0.529167,0.5,0.5
f_000182.png,0.594792,0.529167,0.5,0.5
f_000183.png,0.522917,0.525,0.5,0.5
f_000184.png,0.483854,0.53,0.5,0.5
f_000185.png,0.367708,0.53,0.5,0.5
f_000186.png,0.367708,0.53,0.5,0.5
f_000187.png,0.478646,0.524167,0.5,0.5
f_000188.png,0.501563,0.526667,0.5,0.5
f_000189.png,0.2875,0.526667,0.5,0.5
f_000190.png,0.404167,0.53,0.5,0.5
f_000191.png,0.482292,0.546667,0.5,0.5
f_000192.png,0.673958,0.55,0.5,0.5
f_000193.png,0.635417,0.549167,0.5,0.5
f_000194.png,0.519792,0.545833,0.5,0.5
f_000195.png,0.283854,0.545,0.5,0.5
f_000196.png,0.36875,0.538333,0.5,0.5
f_000197.png,0.484896,0.544167,0.5,0.5
f_000198.png,0.660937,0.544167,0.5,0.5
f_000199.png,0.556771,0.539167,0.5,0.5
f_000200.png,0.498958,0.546667,0.5,0.5
f_000201.png,0.690625,0.546667,0.5,0.5
f_000202.png,0.557292,0.538333,0.5,0.5
f_000203.png,0.526042,0.5275,0.5,0.5
f_000204.png,0.511458,0.5275,0.5,0.5
f_000205.png,0.256771,0.5275,0.5,0.5
f_000206.png,0.466667,0.53,0.5,0.5
f_000207.png,0.496354,0.529167,0.5,0.5
f_000208.png,0.497396,0.529167,0.5,0.5
f_000209.png,0.388542,0.529167,0.5,0.5
f_000210.png,0.388542,0.529167,0.5,0.5
f_000211.png,0.411458,0.530833,0.5,0.5
f_000212.png,0.493229,0.540833,0.5,0.5
f_000213.png,0.509375,0.535833,0.5,0.5
f_000214.png,0.509375,0.535833,0.5,0.5
f_000215.png,0.509375,0.535833,0.5,0.5
f_000216.png,0.499479,0.531667,0.5,0.5
f_000217.png,0.499479,0.531667,0.5,0.5
f_000218.png,0.659375,0.533333,0.5,0.5
f_000219.png,0.659375,0.533333,0.5,0.5
f_000220.png,0.64375,0.535833,0.5,0.5
f_000221.png,0.501563,0.536667,0.5,0.5
f_000222.png,0.341146,0.5375,0.5,0.5
f_000223.png,0.341146,0.5375,0.5,0.5
f_000224.png,0.477083,0.545,0.5,0.5
f_000225.png,0.520312,0.5475,0.5,0.5
f_000226.png,0.515625,0.545833,0.5,0.5
f_000227.png,0.501042,0.539167,0.5,0.5
f_000228.png,0.479687,0.539167,0.5,0.5
f_000229.png,0.494792,0.535833,0.5,0.5
f_000230.png,0.585938,0.536667,0.5,0.5
f_000231.png,0.501563,0.535,0.5,0.5
f_000232.png,0.697396,0.534167,0.5,0.5
f_000233.png,0.697396,0.534167,0.5,0.5
f_000234.png,0.528646,0.529167,0.5,0.5
f_000235.png,0.497917,0.53,0.5,0.5
f_000236.png,0.571875,0.53,0.5,0.5
f_000237.png,0.542708,0.5275,0.5,0.5
f_000238.png,0.492188,0.535833,0.5,0.5
f_000239.png,0.365625,0.535833,0.5,0.5
f_000240.png,0.467708,0.533333,0.5,0.5
f_000241.png,0.516146,0.534167,0.5,0.5
f_000242.png,0.400521,0.534167,0.5,0.5
f_000243.png,0.498958,0.533333,0.5,0.5
f_000244.png,0.766667,0.534167,0.5,0.5
f_000245.png,0.659896,0.5275,0.5,0.5
f_000246.png,0.519792,0.539167,0.5,0.5
f_000247.png,0.49375,0.54,0.5,0.5
f_000248.png,0.508333,0.974167,0.5,0.5
f_000249.png,0.329167,0.554167,0.5,0.5
f_000250.png,0.425521,0.540833,0.5,0.5
f_000251.png,0.495312,0.5475,0.5,0.5
f_000252.png,0.508333,0.974167,0.5,0.5
f_000253.png,0.508333,0.974167,0.5,0.5
f_000254.png,0.568229,0.540833,0.5,0.5
f_000255.png,0.50625,0.53,0.5,0.5
f_000256.png,0.273438,0.531667,0.5,0.5
f_000257.png,0.273438,0.531667,0.5,0.5
f_000258.png,0.439583,0.530833,0.5,0.5
f_000259.png,0.502083,0.535833,0.5,0.5
f_000260.png,0.579688,0.536667,0.5,0.5
f_000261.png,0.579688,0.536667,0.5,0.5
f_000262.png,0.532813,0.534167,0.5,0.5
f_000263.png,0.5,0.533333,0.5,0.5
f_000264.png,0.372396,0.533333,0.5,0.5
f_000265.png,0.504687,0.533333,0.5,0.5
f_000266.png,0.508333,0.974167,0.5,0.5
f_000267.png,0.647917,0.526667,0.5,0.5
f_000268.png,0.525521,0.5275,0.5,0.5
f_000269.png,0.513021,0.535833,0.5,0.5
f_000270.png,0.505729,0.533333,0.5,0.5
f_000271.png,0.5,0.535,0.5,0.5
f_000272.png,0.5,0.535,0.5,0.5
f_000273.png,0.353646,0.535,0.5,0.5
f_000274.png,0.497396,0.528333,0.5,0.5
f_000275.png,0.528646,0.529167,0.5,0.5
f_000276.png,0.528646,0.529167,0.5,0.5
f_000277.png,0.255208,0.530833,0.5,0.5
f_000278.png,0.371875,0.533333,0.5,0.5
f_000279.png,0.481771,0.529167,0.5,0.5
f_000280.png,0.563021,0.5375,0.5,0.5
f_000281.png,0.515104,0.5375,0.5,0.5
f_000282.png,0.500521,0.5375,0.5,0.5
f_000283.png,0.630208,0.5375,0.5,0.5
f_000284.png,0.490104,0.524167,0.5,0.5
f_000285.png,0.276042,0.525,0.5,0.5
f_000286.png,0.284375,0.525,0.5,0.5
f_000287.png,0.468229,0.531667,0.5,0.5
f_000288.png,0.492708,0.53,0.5,0.5
f_000289.png,0.528646,0.53,0.5,0.5
f_000290.png,0.505729,0.530833,0.5,0.5
f_000291.png,0.778125,0.530833,0.5,0.5
f_000292.png,0.570833,0.535833,0.5,0.5
f_000293.png,0.504687,0.539167,0.5,0.5
f_000294.png,0.210417,0.539167,0.5,0.5
f_000295.png,0.339583,0.530833,0.5,0.5
f_000296.png,0.489583,0.539167,0.5,0.5
f_000297.png,0.501042,0.538333,0.5,0.5
f_000298.png,0.553125,0.538333,0.5,0.5
f_000299.png,0.509896,0.539167,0.5,0.5
f_000300.png,0.768229,0.540833,0.5,0.5
f_000301.png,0.688021,0.538333,0.5,0.5
f_000302.png,0.525521,0.540833,0.5,0.5
f_000303.png,0.498958,0.533333,0.5,0.5
f_000304.png,0.405729,0.538333,0.5,0.5
f_000305.png,0.497396,0.546667,0.5,0.5
f_000306.png,0.502083,0.534167,0.5,0.5
f_000307.png,0.379167,0.534167,0.5,0.5
f_000308.png,0.484896,0.5425,0.5,0.5
f_000309.png,0.508333,0.974167,0.5,0.5
f_000310.png,0.65,0.536667,0.5,0.5
f_000311.png,0.51875,0.540833,0.5,0.5
f_000312.png,0.538021,0.540833,0.5,0.5
f_000313.png,0.533854,0.540833,0.5,0.5
f_000314.png,0.498958,0.5375,0.5,0.5
f_000315.png,0.508333,0.974167,0.5,0.5
f_000316.png,0.396354,0.551667,0.5,0.5
f_000317.png,0.471354,0.5425,0.5,0.5
f_000318.png,0.508333,0.974167,0.5,0.5
f_000319.png,0.669792,0.54,0.5,0.5
f_000320.png,0.571354,0.5375,0.5,0.5
f_000321.png,0.499479,0.544167,0.5,0.5
f_000322.png,0.40625,0.538333,0.5,0.5
f_000323.png,0.490625,0.5275,0.5,0.5
f_000324.png,0.340625,0.535833,0.5,0.5
f_000325.png,0.450521,0.528333,0.5,0.5
f_000326.png,0.495312,0.5325,0.5,0.5
f_000327.png,0.495312,0.533333,0.5,0.5
f_000328.png,0.497396,0.533333,0.5,0.5
f_000329.png,0.508333,0.974167,0.5,0.5
f_000330.png,0.672396,0.525,0.5,0.5
f_000331.png,0.546875,0.525,0.5,0.5
f_000332.png,0.499479,0.538333,0.5,0.5
f_000333.png,0.508333,0.974167,0.5,0.5
f_000334.png,0.400521,0.538333,0.5,0.5
f_000335.png,0.492188,0.535833,0.5,0.5
f_000336.png,0.7875,0.536667,0.5,0.5
f_000337.png,0.598437,0.538333,0.5,0.5
f_000338.png,0.503125,0.541667,0.5,0.5
f_000339.png,0.508333,0.974167,0.5,0.5
f_000340.png,0.476042,0.536667,0.5,0.5
f_000341.png,0.508333,0.974167,0.5,0.5
f_000342.png,0.75625,0.56,0.5,0.5
f_000343.png,0.536458,0.549167,0.5,0.5
f_000344.png,0.50625,0.5375,0.5,0.5
f_000345.png,0.528125,0.5375,0.5,0.5
f_000346.png,0.503125,0.540833,0.5,0.5
f_000347.png,0.508333,0.974167,0.5,0.5
f_000348.png,0.508333,0.974167,0.5,0.5
f_000349.png,0.395833,0.544167,0.5,0.5
f_000350.png,0.478646,0.540833,0.5,0.5
f_000351.png,0.491146,0.543333,0.5,0.5
f_000352.png,0.559375,0.543333,0.5,0.5
f_000353.png,0.548958,0.5425,0.5,0.5
f_000354.png,0.474479,0.541667,0.5,0.5
f_000355.png,0.491667,0.543333,0.5,0.5
f_000356.png,0.5375,0.543333,0.5,0.5
f_000357.png,0.509375,0.535833,0.5,0.5
f_000358.png,0.502083,0.536667,0.5,0.5
f_000359.png,0.376042,0.536667,0.5,0.5
f_000360.png,0.376042,0.536667,0.5,0.5
f_000361.png,0.486979,0.538333,0.5,0.5
f_000362.png,0.502083,0.540833,0.5,0.5
f_000363.png,0.689063,0.540833,0.5,0.5
f_000364.png,0.689063,0.540833,0.5,0.5
f_000365.png,0.541146,0.5275,0.5,0.5
f_000366.png,0.507812,0.5275,0.5,0.5
f_000367.png,0.327083,0.5275,0.5,0.5
f_000368.png,0.476562,0.5275,0.5,0.5
f_000369.png,0.495833,0.534167,0.5,0.5
f_000370.png,0.752083,0.534167,0.5,0.5
f_000371.png,0.741667,0.533333,0.5,0.5
f_000372.png,0.538542,0.5275,0.5,0.5
f_000373.png,0.508333,0.974167,0.5,0.5
f_000374.png,0.301042,0.53,0.5,0.5
f_000375.png,0.470313,0.5425,0.5,0.5
f_000376.png,0.500521,0.543333,0.5,0.5
f_000377.png,0.726562,0.543333,0.5,0.5
f_000378.png,0.545833,0.538333,0.5,0.5
f_000379.png,0.504687,0.543333,0.5,0.5
f_000380.png,0.439583,0.543333,0.5,0.5
f_000381.png,0.49375,0.538333,0.5,0.5
f_000382.png,0.5,0.538333,0.5,0.5
f_000383.png,0.322396,0.538333,0.5,0.5
f_000384.png,0.470833,0.540833,0.5,0.5
f_000385.png,0.496354,0.538333,0.5,0.5
f_000386.png,0.508333,0.974167,0.5,0.5
f_000387.png,0.571875,0.53,0.5,0.5
f_000388.png,0.510938,0.533333,0.5,0.5
f_000389.png,0.369792,0.535,0.5,0.5
f_000390.png,0.45625,0.521667,0.5,0.5
f_000391.png,0.501042,0.5275,0.5,0.5
f_000392.png,0.329167,0.5275,0.5,0.5
f_000393.png,0.414062,0.519167,0.5,0.5
f_000394.png,0.476042,0.54,0.5,0.5
f_000395.png,0.503646,0.5325,0.5,0.5
f_000396.png,0.538542,0.5325,0.5,0.5
f_000397.png,0.504167,0.534167,0.5,0.5
f_000398.png,0.682813,0.535,0.5,0.5
f_000399.png,0.590104,0.530833,0.5,0.5
f_000400.png,0.499479,0.535833,0.5,0.5
f_000401.png,0.278125,0.535833,0.5,0.5
